shipment_id,origin,destination,weight_kg,status,date,carrier
1836,CDMX,Tijuana,14.0,failed,2024-01-04,FedEx
1837,Tijuana,Cancún,16.3,delivered,2024-02-06,DHL
1838,Guadalajara,CDMX,44.7,in_transit,2024-05-18,FedEx
1839,Guadalajara,CDMX,33.9,in_transit,2024-01-28,FedEx
1840,CDMX,Puebla,35.4,in_transit,2024-05-31,Estafeta
1841,Puebla,Guadalajara,35.8,failed,2024-06-20,FedEx
1842,guadalajara,Cancún,40.7,in_transit,2024-06-27,FedEx
1843,guadalajara,Tijuana,35.7,in_transit,2024-04-29,DHL
1844,Tijuana,Monterrey,31.0,in_transit,2024-04-03,DHL
1845,monterrey,Tijuana,2.0,delivered,2024-05-01,Estafeta
1846,guadalajara,Puebla,14.5,failed,2024-03-30,DHL
1847,CDMX,Puebla,39.9,failed,2024-03-24,FedEx
1848,Puebla,Cancún,29.7,failed,2024-03-02,DHL
1849,Guadalajara,Puebla,17.4,failed,2024-06-26,Redpack
1850,cdmx,Cancún,27.5,delivered,2024-03-01,FedEx
1851,guadalajara,CDMX,23.4,delivered,2024-05-22,Redpack
1852,Guadalajara,Tijuana,3.9,failed,2024-01-28,Redpack
1853,monterrey,Puebla,3.5,delivered,2024-02-25,FedEx
1854,Guadalajara,León,26.8,failed,2024-04-09,Redpack
1855,Tijuana,Monterrey,16.2,delivered,2024-05-25,Redpack
1856,monterrey,CDMX,30.8,in_transit,2024-05-10,DHL
1857,Puebla,CDMX,27.7,delivered,2024-01-14,Estafeta
1858,CDMX,Tijuana,12.1,failed,2024-06-28,Redpack
1859,monterrey,León,19.4,delivered,2024-05-19,DHL
1860,guadalajara,Monterrey,19.5,in_transit,2024-04-02,DHL
1861,Puebla,León,1.1,delivered,2024-06-14,DHL
1862,guadalajara,León,49.5,delivered,2024-01-22,Redpack
1863,guadalajara,León,21.6,in_transit,2024-02-16,Redpack
1864,guadalajara,Puebla,9.7,delivered,2024-06-03,Redpack
1865,Tijuana,León,20.8,failed,2024-05-19,Estafeta
1866,Monterrey,CDMX,35.4,failed,2024-01-29,Redpack
1867,CDMX,Guadalajara,26.6,in_transit,2024-03-12,FedEx
1868,CDMX,Guadalajara,37.2,delivered,2024-06-20,Estafeta
1869,Monterrey,Tijuana,1.0,failed,2024-04-26,Redpack
1870,monterrey,Puebla,48.9,delivered,2024-03-16,DHL
1871,Monterrey,León,37.6,delivered,2024-05-24,FedEx
1872,guadalajara,Cancún,3.1,failed,2024-03-15,FedEx
1873,Puebla,Tijuana,206.1,delivered,2024-03-12,DHL
1874,Puebla,Guadalajara,1.2,failed,2024-01-29,DHL
1875,Guadalajara,León,40.5,delivered,2024-03-07,Redpack
1876,Guadalajara,Cancún,17.5,delivered,2024-01-22,DHL
1877,guadalajara,Puebla,12.3,delivered,2024-04-22,DHL
1878,monterrey,CDMX,37.9,delivered,2024-01-30,DHL
1879,guadalajara,Puebla,24.1,delivered,2024-05-16,Redpack
1880,cdmx,Puebla,26.8,delivered,2024-04-21,Estafeta
1881,guadalajara,Puebla,48.1,delivered,2024-06-23,FedEx
1882,monterrey,Puebla,32.8,delivered,2024-03-10,Estafeta
1883,Puebla,CDMX,29.4,delivered,2024-04-28,DHL
1884,monterrey,León,9.4,delivered,2024-05-20,FedEx
1885,CDMX,Monterrey,26.5,in_transit,2024-06-24,Estafeta
1886,Tijuana,León,10.1,failed,2024-01-07,FedEx
1887,Monterrey,Cancún,41.9,delivered,2024-06-02,FedEx
1888,CDMX,Cancún,33.0,failed,2024-06-14,DHL
1889,CDMX,León,15.1,delivered,2024-06-18,Redpack
1890,Puebla,Tijuana,33.5,delivered,2024-03-23,DHL
1891,CDMX,Tijuana,19.4,delivered,2024-03-26,Estafeta
1892,Puebla,Monterrey,24.8,failed,2024-02-21,Redpack
1893,Guadalajara,León,7.6,delivered,2024-04-20,FedEx
1894,guadalajara,León,2.2,failed,2024-01-19,Estafeta
1895,guadalajara,CDMX,7.9,delivered,2024-06-12,FedEx
1896,cdmx,Tijuana,16.8,failed,2024-04-10,FedEx
1897,guadalajara,Puebla,42.3,failed,2024-01-18,DHL
1898,Monterrey,Puebla,41.0,delivered,2024-05-03,Estafeta
1899,monterrey,León,3.2,delivered,2024-06-14,Estafeta
1900,monterrey,CDMX,38.1,delivered,2024-03-15,DHL
1901,Monterrey,Puebla,15.3,delivered,2024-04-09,Estafeta
1902,guadalajara,CDMX,22.2,delivered,2024-02-18,FedEx
1903,Tijuana,CDMX,29.9,in_transit,2024-05-05,FedEx
1904,Puebla,Tijuana,41.8,delivered,2024-04-25,FedEx
1905,monterrey,CDMX,36.2,delivered,2024-04-13,DHL
1906,guadalajara,León,27.1,delivered,2024-05-28,FedEx
1907,Monterrey,León,32.9,failed,2024-04-30,FedEx
1908,Tijuana,León,1.2,delivered,2024-06-10,Estafeta
1909,CDMX,Puebla,41.8,delivered,2024-01-17,FedEx
1910,guadalajara,Cancún,11.4,in_transit,2024-02-21,Estafeta
1911,cdmx,Tijuana,34.4,delivered,2024-05-19,Estafeta
1912,Tijuana,CDMX,17.1,delivered,2024-01-31,DHL
1913,cdmx,Guadalajara,27.9,delivered,2024-04-22,FedEx
1914,Guadalajara,CDMX,31.8,delivered,2024-04-06,FedEx
1915,guadalajara,CDMX,,delivered,2024-02-15,Estafeta
1916,cdmx,León,38.7,delivered,2024-06-26,DHL
1917,Guadalajara,León,22.8,delivered,2024-03-02,FedEx
1918,Guadalajara,León,47.5,delivered,2024-06-09,Estafeta
1919,cdmx,Monterrey,10.0,delivered,2024-05-15,Estafeta
1920,Tijuana,Puebla,33.1,delivered,2024-03-11,DHL
1921,CDMX,Guadalajara,48.4,in_transit,2024-05-01,DHL
1922,Guadalajara,León,3.2,delivered,2024-04-03,DHL
1923,cdmx,Tijuana,40.4,delivered,2024-04-26,FedEx
1924,Monterrey,Cancún,39.4,failed,2024-05-04,FedEx
1925,CDMX,Guadalajara,29.8,in_transit,2024-03-24,DHL
1926,monterrey,Guadalajara,16.6,delivered,2024-01-26,Redpack
1927,Tijuana,Puebla,4.1,in_transit,2024-05-29,FedEx
1928,cdmx,Guadalajara,30.7,in_transit,2024-02-15,Estafeta
1929,Guadalajara,Puebla,31.8,delivered,2024-03-10,Estafeta
1930,Guadalajara,CDMX,3.5,delivered,2024-02-04,Redpack
1931,guadalajara,Puebla,17.5,failed,2024-03-16,DHL
1932,Guadalajara,Cancún,42.8,in_transit,2024-01-23,Redpack
1933,Tijuana,Cancún,23.4,in_transit,2024-01-04,DHL
1934,Tijuana,Guadalajara,11.5,delivered,2024-05-31,FedEx
1935,cdmx,Monterrey,,failed,2024-04-30,FedEx
1936,cdmx,Cancún,40.6,delivered,2024-06-27,Redpack
1937,guadalajara,Monterrey,253.1,in_transit,2024-06-26,DHL
1938,Guadalajara,Tijuana,32.6,delivered,2024-01-24,Redpack
1939,Puebla,Monterrey,43.0,delivered,2024-05-29,Redpack
1940,guadalajara,Monterrey,20.6,in_transit,2024-04-04,FedEx
1941,CDMX,Puebla,17.0,delivered,2024-01-09,Redpack
1942,Puebla,León,27.4,delivered,2024-02-23,Estafeta
1943,Monterrey,Cancún,33.9,delivered,2024-01-14,Redpack
1944,monterrey,Puebla,18.6,failed,2024-02-14,FedEx
1945,Tijuana,Monterrey,12.3,in_transit,2024-01-30,DHL
1946,Tijuana,Guadalajara,13.7,in_transit,2024-06-23,Estafeta
1947,Monterrey,CDMX,22.9,failed,2024-05-08,FedEx
1948,guadalajara,León,41.4,in_transit,2024-03-15,Estafeta
1949,CDMX,Guadalajara,23.2,in_transit,2024-01-21,DHL
1950,Puebla,CDMX,162.4,delivered,2024-06-27,Redpack
1951,Guadalajara,Monterrey,31.6,in_transit,2024-03-16,DHL
1952,guadalajara,Tijuana,37.0,delivered,2024-01-06,DHL
1953,CDMX,Monterrey,12.0,delivered,2024-05-13,Redpack
1954,monterrey,León,16.7,failed,2024-05-31,Redpack
1955,guadalajara,Tijuana,45.0,delivered,2024-03-19,Estafeta
1956,Tijuana,Puebla,14.8,delivered,2024-01-13,Estafeta
1957,Puebla,Tijuana,31.1,failed,2024-02-11,Estafeta
1958,Guadalajara,Monterrey,34.8,delivered,2024-06-19,DHL
1959,Tijuana,CDMX,,failed,2024-03-22,DHL
1960,guadalajara,Tijuana,10.7,delivered,2024-01-09,Estafeta
1961,Guadalajara,Tijuana,48.8,delivered,2024-05-16,FedEx
1962,Monterrey,Puebla,38.5,delivered,2024-04-27,DHL
1963,Monterrey,León,25.6,delivered,2024-06-14,Redpack
1964,Puebla,Cancún,40.1,delivered,2024-04-23,FedEx
1965,guadalajara,CDMX,27.8,delivered,2024-03-19,Redpack
1966,Tijuana,Puebla,16.7,delivered,2024-06-04,DHL
1967,Puebla,Monterrey,,in_transit,2024-05-17,FedEx
1968,cdmx,Guadalajara,30.4,delivered,2024-05-10,Estafeta
1969,cdmx,Guadalajara,21.7,delivered,2024-04-08,FedEx
1970,Puebla,Guadalajara,48.9,delivered,2024-05-23,DHL
1971,guadalajara,León,40.3,delivered,2024-03-14,Redpack
1972,cdmx,Guadalajara,30.1,delivered,2024-02-06,Estafeta
1973,guadalajara,Cancún,3.8,in_transit,2024-05-31,FedEx
1974,Monterrey,Puebla,14.0,failed,2024-02-14,Redpack
1975,Guadalajara,Monterrey,19.4,in_transit,2024-05-21,FedEx
1976,Puebla,Cancún,28.2,delivered,2024-04-28,FedEx
1977,Monterrey,Guadalajara,47.8,in_transit,2024-06-11,FedEx
1978,Puebla,Tijuana,45.4,delivered,2024-06-14,FedEx
1979,CDMX,Tijuana,48.5,delivered,2024-06-02,Redpack
1980,cdmx,Tijuana,24.1,delivered,2024-06-26,Estafeta
1981,Monterrey,Tijuana,3.4,in_transit,2024-03-22,DHL
1982,monterrey,Guadalajara,null,in_transit,2024-04-02,Estafeta
1983,Monterrey,Tijuana,32.1,failed,2024-01-20,DHL
1984,Guadalajara,CDMX,8.8,delivered,2024-03-23,Estafeta
1985,Puebla,León,18.4,failed,2024-05-16,Estafeta
1986,Guadalajara,CDMX,14.4,in_transit,2024-05-04,Estafeta
1987,Guadalajara,CDMX,25.4,failed,2024-02-18,FedEx
1988,cdmx,Puebla,6.3,delivered,2024-02-03,Redpack
1989,monterrey,Tijuana,7.4,failed,2024-04-23,Estafeta
1990,Guadalajara,León,37.4,delivered,2024-01-31,DHL
1991,Guadalajara,León,6.7,delivered,2024-02-03,Redpack
1992,CDMX,Monterrey,,in_transit,2024-05-03,FedEx
1993,Tijuana,CDMX,,failed,2024-06-17,FedEx
1994,guadalajara,CDMX,2.6,delivered,2024-03-18,FedEx
1995,CDMX,Cancún,45.1,delivered,2024-02-17,FedEx
1996,CDMX,Guadalajara,47.1,delivered,2024-05-28,Estafeta
1997,Guadalajara,Cancún,30.8,failed,2024-05-09,FedEx
1998,CDMX,Cancún,26.7,delivered,2024-02-19,DHL
1999,Monterrey,León,150.7,in_transit,2024-05-09,Estafeta
2000,Guadalajara,Puebla,5.8,in_transit,2024-03-31,Redpack
